"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"13544","log_lik[3,6,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13545","log_lik[1,7,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13546","log_lik[2,7,111]",3.56153550701672,3.81867841500371,0.69169788805719,0.299824838635867,2.14963505509352,4.06806461670081,1.00034788154733,2223.09889481698,2536.65353688701
"13547","log_lik[3,7,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13548","log_lik[1,8,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13549","log_lik[2,8,111]",1.88216428238545,2.16149375946717,0.748724704282229,0.322529658023603,0.359464672700999,2.42138358320225,1.00170709686857,2138.74943117025,2205.09652773463
"13550","log_lik[3,8,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13551","log_lik[1,9,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13552","log_lik[2,9,111]",3.13555938598379,3.5730874549924,1.14947490479453,0.621050770624837,0.858180723537885,4.05307798139995,1.00020211646592,5464.43282821365,3488.26092539356
"13553","log_lik[3,9,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13554","log_lik[1,10,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13555","log_lik[2,10,111]",1.56452813793976,1.77935407530062,0.593017668860273,0.442066420973457,0.270919114696983,2.13377877734673,1.00032111082488,2212.84886559378,2061.07184132461
"13556","log_lik[3,10,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13557","log_lik[1,11,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13558","log_lik[2,11,111]",2.55192906553994,2.89674051876832,0.90187188093913,0.440245779899194,0.688748370657337,3.24446932735555,1.00005721330156,4203.01579879948,3081.57125693502
"13559","log_lik[3,11,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13560","log_lik[1,12,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13561","log_lik[2,12,111]",3.81447696908447,4.12071956072529,0.790049993845821,0.355745793959325,2.19731691323713,4.40759015060246,0.999775165326753,2241.10803437519,2283.30464630325
"13562","log_lik[3,12,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13563","log_lik[1,13,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13564","log_lik[2,13,111]",1.50973779449956,1.63784813620153,0.418211918265638,0.324508167625458,0.781038825387763,1.91582703015484,1.00099463531081,2203.97632532672,2071.25726356814
"13565","log_lik[3,13,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13566","log_lik[1,14,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13567","log_lik[2,14,111]",2.76508169193671,3.02225142594746,0.650757116316699,0.327314174142547,1.38614163952433,3.28533185431592,1.00300331593769,1869.4377316178,2126.54559652893
"13568","log_lik[3,14,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13569","log_lik[1,15,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13570","log_lik[2,15,111]",-4.34405026100763,-3.78191317978732,3.81044071512148,3.6591991689261,-11.3678905181192,1.00061399923451,1.00107906552445,14933.2463450908,3677.02583898723
"13571","log_lik[3,15,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13572","log_lik[1,16,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13573","log_lik[2,16,111]",0.857052885034203,1.3318660525749,1.39582222398625,0.902575855245038,-1.9165604055868,2.04060637361736,1.00003038305699,7624.63931189072,3558.76873314494
"13574","log_lik[3,16,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13575","log_lik[1,17,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13576","log_lik[2,17,111]",1.05255536008375,1.50010779053482,1.27006028219213,0.798132590519571,-1.49506700966967,2.12503432782757,1.00082753228958,7642.79196493672,3498.19124959853
"13577","log_lik[3,17,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13578","log_lik[1,18,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13579","log_lik[2,18,111]",1.73004932539088,2.23974696683353,1.56102875834975,1.13569244741651,-1.36748947594813,3.13987324360162,1.00125702919634,6357.29059454261,4381.19633546591
"13580","log_lik[3,18,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13581","log_lik[1,19,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13582","log_lik[2,19,111]",1.39899126557425,1.89934435204804,1.85698136654307,1.58735579178078,-2.18822143705849,3.33368958664362,1.00275798798944,11196.9524342833,4119.50703381229
"13583","log_lik[3,19,111]",NA,NA,NA,NA,NA,NA,NA,NA,NA
